text,speaker,context,sarcasm,show
or Leonard's gym membership.,SHELDON,True,False,BBT
"We're not kicking him out. 
Stuart and I have become good friends.",RAJ,True,False,BBT
"Okay, one vote for, one vote against.
Leonard, you're the tiebreaker.",SHELDON,True,False,BBT
"I don't have a problem with Stuart.
Besides, he gives us a 20% discount at his comic book store.",LEONARD,True,False,BBT
"Well, I don't sell my friendship that cheaply.",SHELDON,True,False,BBT
I can go 30.,PERSON,True,False,BBT
"Welcome aboard, old chum.",SHELDON,True,False,BBT
"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",HOWARD,False,False,BBT
"Oh, look at you.
You, you look like you grew.",RAJ,True,False,BBT
"Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller.",HOWARD,True,False,BBT
I'm going to the DMV tomorrow to get my license changed before I shrink back.,HOWARD,True,False,BBT
"Oh, uh, come in, come in.",RAJ,True,False,BBT
"Oh, I, uh, I didn't think I was going to get to see you until tomorrow.",RAJ,True,False,BBT
"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",HOWARD,False,False,BBT
"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",HOWARD,True,False,BBT
"Wait, your, your mother is sleeping with your dentist?",RAJ,True,False,BBT
"Former dentist.
I need a new one now that I know where his hands have been.",HOWARD,True,False,BBT
"So you're wandering all around by yourself?
That's not the kind of hero's welcome an astronaut should come home to.",RAJ,True,False,BBT
that sounds a little funny to an American ear.,PERSON,False,False,BBT
"Wow, so you guys are like buds now?",HOWARD,True,False,BBT
"Oh, yeah, we hang out all the time.",RAJ,True,False,BBT
"Plus, he doesn't have a girlfriend, I don't have a girlfriend.",PERSON,True,False,BBT
"It's like we both had these holes in our lives, but now we fill each other's holes.",RAJ,True,False,BBT
"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",PERSON,False,False,BBT
"Oh, hey, Stuart, I got you a little souvenir from my trip to space.",HOWARD,True,False,BBT
"Well, Howard, that's very nice of you.",PERSON,True,False,BBT
"Yeah, maybe. Open it first.",LEONARD,True,False,BBT
It's my official NASA portrait.,HOWARD,True,False,BBT
"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",HOWARD,False,True,BBT
It was a compromise. I lost.,SHELDON,True,True,BBT
Can you believe Stuart's walking around taking credit for this party?,RAJ,True,True,BBT
Who cares?,HOWARD,True,True,BBT
"What do you mean ""who cares""? Look at what I pulled off here.
The deejay's on fire, there's a Tardis photo booth in the back room, and, oh, my God, the food!",RAJ,True,True,BBT
Stuart wanted Kraft Draculoni and cheese.,RAJ,True,True,BBT
"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",SHELDON,False,False,BBT
What do you think?,SHELDON,True,False,BBT
Can I speak to you for a second?,AMY,True,False,BBT
I'll be right back.,SHELDON,True,False,BBT
Feel free to play with yourself.,SHELDON,True,False,BBT
"I don't care for your friend, he's being rude to me.",AMY,True,False,BBT
You need to ask him to leave.,AMY,True,False,BBT
"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",HOWARD,False,False,BBT
You are now the only woman in my life who I'll see naked in the bathroom.,HOWARD,True,False,BBT
"I know this wasn't easy.
You doing okay?",BERNADETTE,True,False,BBT
"Oh, I'm fine.
It's just her I'm worried about.",HOWARD,True,False,BBT
"Aw, she'll be okay.
She's a grown woman.",BERNADETTE,True,False,BBT
"I know. 
It's just ever since my dad left, I've felt responsible for her.",HOWARD,True,False,BBT
That's a lot for a kid to deal with.,BERNADETTE,True,False,BBT
"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",SHELDON,False,False,BBT
"There it is again.
Do you kiss your mother with that mouth?",SHELDON,True,False,BBT
"Oh, well, I'm sorry for your loss.
- Oh! - Good night, sir.",SHELDON,True,False,BBT
"Unbelievable.
He says Wolowitz deserves my spot because he's a high-profile asset to the university.",SHELDON,True,False,BBT
"Well, he's not wrong.
Howard did go to the International Space Station.",LEONARD,True,False,BBT
"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",PENNY,False,False,BBT
Damn.,PENNY,True,False,BBT
"Well, at least when we do make love, Sheldon won't be thinking about his mother.",AMY,True,False,BBT
"And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb.",AMY,True,False,BBT
Exactly what it was half an hour ago. It's like you're not even trying to get better.,SHELDON,False,True,BBT
"(thermometer beeps) 102.2.
(coughs)",SHELDON,True,True,BBT
I did. The guy at the liquor store said this stuff tastes great in coffee.,RAJ,False,False,BBT
Do you really think you should be drinking right now?,HOWARD,True,False,BBT
How else am I supposed to talk to the Human Resources lady?,RAJ,True,False,BBT
I don't know. Seek professional help?,HOWARD,True,False,BBT
"Come on, let's just start walking. There's got to be a gas station or something nearby.",LEONARD,False,False,BBT
What if we were to get in a car with a crazy person?,SHELDON,True,False,BBT
"Look at us, Sheldon.
We're the crazy people.",LEONARD,True,False,BBT
"Well, perhaps we should hold up a sign that assures passing motorists of our mental competence.",SHELDON,True,False,BBT
"Good idea.
Why don't you get started on that?",HOWARD,True,False,BBT
Why don't you ask Scotty to beam you up?,PERSON,False,True,BBT
Hello.,SHELDON,True,True,BBT
"Uh, four glasses of water, please.",SHELDON,True,True,BBT
Anything for you guys?,SHELDON,True,True,BBT
"Can I use your phone? 
Our car got stolen.",LEONARD,True,True,BBT
"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",HOWARD,False,False,BBT
Here you go.,RAJ,True,False,BBT
Great. Come on in.,HOWARD,True,False,BBT
"What, you don't say thank you?",RAJ,True,False,BBT
"It's my suitcase.
I lent it to you two years ago.",HOWARD,True,False,BBT
"Well, then, I should tell you I broke the wheel and the handle.",RAJ,True,False,BBT
"So, is everyone from Bernadette's company going to Vegas?",RAJ,True,False,BBT
"Dumped her? What, did he use a forklift?",RAJ,False,True,BBT
to rebrand the stuff as a cure for constipation.,HOWARD,True,True,BBT
"Way to make lemonade.
You know, from around the corner where fudge is made.",RAJ,True,True,BBT
"Hey, I got a favor to ask.",HOWARD,True,True,BBT
Sure.,RAJ,True,True,BBT
My mom's been kind of an emotional wreck since that dentist she was dating dumped her.,HOWARD,True,True,BBT
Like Burt and Ernie. You guys even teach me stuff about words and numbers.,PENNY,False,True,BBT
"I swear, that man is the most egotistical, insufferable human being I have ever met.",LEONARD,True,True,BBT
"Yeah, but you two make such a cute couple.",PENNY,True,True,BBT
"Trust me, you're not Jewish. That's how they get you.",HOWARD,False,False,BBT
"Rajesh!
You up?
You ready for breakfast?",PERSON,True,False,BBT
"Oh, boy. Breakfast.",RAJ,True,False,BBT
"Okay, Raj, listen to me.
You need to get out of there.",HOWARD,True,False,BBT
But I have a cream sherry hangover and I smell blintzes.,RAJ,True,False,BBT
"If you don't leave now, she'll use food and guilt to keep you there for the rest of your life.",HOWARD,True,False,BBT
"Oh, Howard, stop.",RAJ,True,False,BBT
"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",PERSON,False,True,BBT
It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together.,RAJ,True,True,BBT
And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,LEONARD,False,False,BBT
"But if someday you decide you want to get married, you have to propose to me.",LEONARD,True,False,BBT
Really?,PENNY,True,False,BBT
Yes. It's all on you.,LEONARD,True,False,BBT
"But I got to tell you, when the time comes, I want the whole nine yards.",LEONARD,True,False,BBT
"I want you down on one knee, flowers.
I want to be swept off my feet.",LEONARD,True,False,BBT
"Yeah, you got it.",PENNY,True,False,BBT
We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,BERNADETTE,False,False,BBT
"The surf and turf sounds good.
See if they corn on the cob.",LEONARD,True,False,BBT
"Guys!
We're trying to get him out of here, not you in.",BERNADETTE,True,False,BBT
"You're wasting your time.
Just please, leave me alone.",RAJ,True,False,BBT
Now what?,HOWARD,True,False,BBT
I don't know.,LEONARD,True,False,BBT
"Go out with me on one date, and I promise you, you'll see.",RAJ,False,False,BBT
There are many things seriously wrong with me.,RAJ,True,False,BBT
"And not quirks, either.
Like... diagnosable psychological problems.",RAJ,True,False,BBT
Maybe brain damage.,RAJ,True,False,BBT
"Well, how do I know you're not just saying that?",PERSON,True,False,BBT
"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",SHELDON,False,True,BBT
It ended on a cliffhanger.,SHELDON,True,True,BBT
They did.,LEONARD,True,True,BBT
"Uh, Sheldon, there are two dumplings left. Do you want them?",PENNY,True,True,BBT
"Dumplings?
Don't you understand what's going on here?",SHELDON,True,True,BBT
"As a rule, no.",PENNY,True,True,BBT
"That show ended with all the residents of New York either dead or unconscious.
Now I'll never know what happened.",SHELDON,True,True,BBT
"Well, why don't you make up your own ending?",PENNY,True,True,BBT
"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",HOWARD,False,False,BBT
Roger is Raj.,HOWARD,True,False,BBT
"I always thought, if I had a white name, it would be Gavin.",RAJ,True,False,BBT
Keep reading. What does it say?,HOWARD,True,False,BBT
"No, no, I don't know if I should. 
If she wanted me to know about her blog, she would've told me.",RAJ,True,False,BBT
It's almost like I'm reading her diary.,RAJ,True,False,BBT
That's exactly what it's like. Keep reading.,HOWARD,True,False,BBT
"No, this is creepy.",RAJ,True,False,BBT
I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,PERSON,False,True,BBT
"Probably because I didn't read the instructions.
No wrapper's going to tell me what to do.",RAJ,True,True,BBT
Unless his name is Jay-Z.,RAJ,True,True,BBT
Is something going on?,PERSON,True,True,BBT
What do you mean?,RAJ,True,True,BBT
"Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about.",PERSON,True,True,BBT
I don't know. Maybe it's all those steroids I've been taking.,RAJ,True,True,BBT
"A lane frequented by liars. Like you, you big liar!",RAJ,False,False,BBT
"I just Googled ""foo-foo little dogs.""",HOWARD,True,False,BBT
(Skype ringing) It's Raj. Stay quiet.,HOWARD,True,False,BBT
"(chuckles): Hey!
Bad timing.
Bernadette just took Cinnamon out for a walk.",HOWARD,True,False,BBT
"Hmm. Interesting. 
Did they take a walk down Liars' Lane?",RAJ,True,False,BBT
What?,HOWARD,True,False,BBT
Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,BERNADETTE,False,True,BBT
Do you think Penny's mad at me?,LEONARD,True,True,BBT
"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.",AMY,False,True,BBT
So what'd you think?,SHELDON,True,True,BBT
It was good.,AMY,True,True,BBT
That's it?,SHELDON,True,True,BBT
"""Good""?",SHELDON,True,True,BBT
It was very entertaining... despite the glaring story problem.,AMY,False,True,BBT
"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time.",AMY,True,True,BBT
"My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch.",SHELDON,True,True,BBT
"Anyway, thank you for watching it.
It's one of my all-time favorites.",SHELDON,True,True,BBT
How do you not tear off his clothes and take him right here on this table?,PENNY,False,True,BBT
"Awkward silence. Sheldon on his phone.
No touching. Somebody's having date night.",PENNY,True,True,BBT
"It's actually steamier than it looks.
Sheldon's looking up the phallic symbolism of root vegetables in Renaissance paintings.",AMY,True,True,BBT
"Oh, no, I got bored with that.
I'm just browsing cuticle scissors on Amazon.",SHELDON,True,True,BBT
"Not as relieved as I'm about to be. It's a brave new world, little lady.",SHELDON,False,False,BBT
Really?,SHELDON,True,False,BBT
Yes.,AMY,True,False,BBT
"Huh. Yeah, I always took it literally.",SHELDON,True,False,BBT
"That's why I have never once moved my bowels in this or any restaurant. 
Hmm.",SHELDON,True,False,BBT
I'm relieved that you don't have a problem with us working together.,AMY,True,False,BBT
"I'm not going to bother him, I'm going to talk to him.",SHELDON,False,False,BBT
I guess they really do read their mail.,LEONARD,True,False,BBT
"Hey, isn't that Professor Proton?",SHELDON,True,False,BBT
"Oh, yeah.",LEONARD,True,False,BBT
"Look at him, just standing in line like he wasn't moderately famous 30 years ago.",SHELDON,True,False,BBT
- Let's go say hello.,SHELDON,True,False,BBT
"- Oh, maybe we shouldn't bother him.",LEONARD,True,False,BBT
"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",SHELDON,False,False,BBT
"Dr. Jeffries, hello again. Leonard Hofstadter.",LEONARD,True,False,BBT
"Oh, oh, right, I remember your-your girlfriend.",PERSON,True,False,BBT
Is-Is she... is she here?,PERSON,True,False,BBT
"No, she's not.",LEONARD,True,False,BBT
"So, what prescription are you getting filled?",SHELDON,True,False,BBT
